target_end_date,quantile,location_name,value,location,forecast_date
2022-01-22,0.975,Arizona,306.52558866369424,04,2022-01-24
2022-01-22,0.99,Arizona,533.1562988379717,04,2022-01-24
2022-01-29,0.01,Arizona,12.352124905345297,04,2022-01-24
2022-01-29,0.025,Arizona,17.798531991069368,04,2022-01-24
2022-01-29,0.05,Arizona,24.293219785803064,04,2022-01-24
2022-01-29,0.1,Arizona,34.62918545867169,04,2022-01-24
2022-01-29,0.15,Arizona,41.76375731453021,04,2022-01-24
2022-01-29,0.2,Arizona,47.706429790674356,04,2022-01-24
2022-01-29,0.25,Arizona,53.069987604036506,04,2022-01-24
2022-01-29,0.3,Arizona,58.114055604479816,04,2022-01-24
2022-01-29,0.35,Arizona,63.05801189152087,04,2022-01-24
2022-01-29,0.4,Arizona,68.01984640144936,04,2022-01-24
2022-01-29,0.45,Arizona,73.11978509156434,04,2022-01-24
2022-01-29,0.5,Arizona,78.48250526629019,04,2022-01-24
2022-01-29,0.55,Arizona,84.17538536148358,04,2022-01-24
2022-01-29,0.6,Arizona,90.34848077251021,04,2022-01-24
2022-01-29,0.65,Arizona,97.22981088589898,04,2022-01-24
2022-01-29,0.7,Arizona,105.14696649937508,04,2022-01-24
2022-01-29,0.75,Arizona,114.65483947525479,04,2022-01-24
2022-01-29,0.8,Arizona,126.76569985253482,04,2022-01-24
2022-01-29,0.85,Arizona,143.7271586301416,04,2022-01-24
2022-01-29,0.9,Arizona,172.22777757998492,04,2022-01-24
2022-01-29,0.95,Arizona,239.70261665223413,04,2022-01-24
2022-01-29,0.975,Arizona,341.37779215529713,04,2022-01-24
2022-01-29,0.99,Arizona,564.2986012319295,04,2022-01-24
2022-02-05,0.01,Arizona,11.454215959876812,04,2022-01-24
2022-02-05,0.025,Arizona,16.76853927498167,04,2022-01-24
2022-02-05,0.05,Arizona,22.915257152125996,04,2022-01-24
2022-02-05,0.1,Arizona,31.874418081987788,04,2022-01-24
2022-02-05,0.15,Arizona,39.03763769857137,04,2022-01-24
2022-02-05,0.2,Arizona,45.397495083704484,04,2022-01-24
2022-02-05,0.25,Arizona,51.337327738869966,04,2022-01-24
2022-02-05,0.3,Arizona,57.04241255309708,04,2022-01-24
2022-02-05,0.35,Arizona,62.75171390716734,04,2022-01-24
2022-02-05,0.4,Arizona,68.52822272139616,04,2022-01-24
2022-02-05,0.45,Arizona,74.51068409398408,04,2022-01-24
2022-02-05,0.5,Arizona,80.85885876258514,04,2022-01-24
2022-02-05,0.55,Arizona,87.60337657783015,04,2022-01-24
2022-02-05,0.6,Arizona,94.90329774871998,04,2022-01-24
2022-02-05,0.65,Arizona,103.02687391059456,04,2022-01-24
2022-02-05,0.7,Arizona,112.34791411026751,04,2022-01-24
2022-02-05,0.75,Arizona,123.46953236398751,04,2022-01-24
2022-02-05,0.8,Arizona,137.5090345846192,04,2022-01-24
2022-02-05,0.85,Arizona,156.96278697781602,04,2022-01-24
2022-02-05,0.9,Arizona,189.32524162838064,04,2022-01-24
2022-02-05,0.95,Arizona,265.0696878447765,04,2022-01-24
2022-02-05,0.975,Arizona,376.2299956469002,04,2022-01-24
2022-02-05,0.99,Arizona,595.4409036258872,04,2022-01-24
2022-02-12,0.01,Arizona,10.568109455638972,04,2022-01-24
2022-02-12,0.025,Arizona,15.460367803188436,04,2022-01-24
2022-02-12,0.05,Arizona,21.392403095002464,04,2022-01-24
2022-02-12,0.1,Arizona,30.51068210288968,04,2022-01-24
2022-02-12,0.15,Arizona,38.11805888498658,04,2022-01-24
2022-02-12,0.2,Arizona,45.07214998474153,04,2022-01-24
2022-02-12,0.25,Arizona,51.654423785416775,04,2022-01-24
2022-02-12,0.3,Arizona,58.12081572640965,04,2022-01-24
2022-02-12,0.35,Arizona,64.6093325103389,04,2022-01-24
2022-02-12,0.4,Arizona,71.16742910984934,04,2022-01-24
2022-02-12,0.45,Arizona,77.90465752370552,04,2022-01-24
2022-02-12,0.5,Arizona,85.00485450392061,04,2022-01-24
2022-02-12,0.55,Arizona,92.57889599471973,04,2022-01-24
2022-02-12,0.6,Arizona,100.82119958506726,04,2022-01-24
2022-02-12,0.65,Arizona,110.06371371084693,04,2022-01-24
